"","fog","NUM_CRIMES"
"2213",0,0.703125
"2228",0,0.77734375
"2230",0,0.568359375
"2243",0,0.546875
"2246",0,0.6171875
"2267",0,0.5390625
"2280",0,0.7578125
"2285",0,0.546875
"2298",0,0.61328125
"2304",0,0.927734375
"2307",0,0.5859375
"2308",0,0.626953125
"2399",0,0.748046875
"2402",0,0.658203125
"2405",0,0.625
"2406",1,0.525390625
"2414",0,0.810546875
"2417",0,0.54296875
"2445",0,0.591796875
"2466",0,0.6640625
"2472",0,0.740234375
"2477",0,0.62109375
"2478",0,0.712890625
"2491",0,0.5703125
"2500",0,0.48828125
"2504",0,0.587890625
"2515",0,0.69921875
"2518",0,0.54296875
"2542",1,0.4140625
"2545",0,0.5078125
"2557",0,0.654296875
"2570",0,0.8359375
"2572",0,0.65625
"2573",0,0.720703125
"2577",0,0.673828125
"2581",0,0.626953125
"2602",0,0.578125
"2606",0,0.66015625
"2607",0,0.58203125
"2609",0,0.599609375
"2647",0,0.548828125
"2655",0,0.58984375
"2676",0,0.642578125
"2712",0,0.447265625
"2713",0,0.451171875
"2714",0,0.4921875
"2716",0,0.572265625
"2720",0,0.478515625
"2736",0,0.55078125
"2755",0,0.298828125
"2756",0,1
"2759",0,0.458984375
"2784",0,0.525390625
"2804",0,0.439453125
"2809",0,0.45703125
"2815",0,0.705078125
"2825",0,0.619140625
"2837",0,0.6328125
"2853",0,0.515625
"2854",0,0.5234375
"2855",0,0.51171875
"2862",0,0.66796875
"2864",0,0.619140625
"2873",0,0.5859375
"2886",0,0.30078125
"2893",0,0.6328125
"2907",0,0.3359375
"2915",0,0.552734375
"2932",0,0.623046875
"2961",0,0.486328125
"2969",0,0.609375
"2973",0,0.48828125
"2991",0,0.49609375
"3047",0,0.384765625
"3058",0,0.341796875
"3061",0,0.4921875
"3070",0,0.541015625
"3078",0,0.28515625
"3087",0,0.521484375
"3092",0,0.443359375
"3118",0,0.52734375
"3124",0,0.517578125
"3132",0,0.482421875
"3152",0,0.31640625
"3157",0,0.349609375
"3163",0,0.337890625
"3172",0,0.271484375
"3177",0,0.349609375
"3182",0,0.33984375
"3191",0,0.38671875
"3193",0,0.423828125
"3195",0,0.287109375
"3197",0,0.28515625
"3200",1,0.498046875
"3201",0,0.455078125
"3204",0,0.484375
"3206",0,0.337890625
"3213",0,0.341796875
"3220",0,0.4609375
"3248",0,0.466796875
"3258",0,0.619140625
"3269",0,0.275390625
"3284",0,0.3984375
"3290",0,0.970703125
"3417",0,0.48046875
"3427",0,0.5078125
"3437",0,0.37890625
"3441",0,0.396484375
"3455",0,0.27734375
"3466",0,0.5078125
"3467",0,0.3359375
"3489",0,0.328125
"3502",0,0.4375
"3508",0,0.64453125
"3509",0,0.51953125
"3514",0,0.443359375
"3531",0,0.484375
"3549",0,0.1484375
"3579",1,0.158203125
"3581",0,0.43359375
"3582",0,0.1640625
"3586",0,0.0703125
"3612",0,0.31640625
"3616",0,0.443359375
"3625",0,0.251953125
"3626",0,0.310546875
"3627",0,0.353515625
"3642",0,0.330078125
"3643",0,0.29296875
"3651",0,0.1328125
"3658",0,0.802734375
"3671",0,0.49609375
"3676",0,0.265625
"3736",0,0.201171875
"3738",0,0.380859375
"3745",0,0.36328125
"3746",1,0.498046875
"3749",0,0.533203125
"3767",0,0.4921875
"3781",0,0.087890625
"3788",0,0.236328125
"3797",1,0.3515625
"3814",0,0.513671875
"3821",1,0.095703125
"3843",0,0.255859375
"3861",0,0.267578125
"3863",0,0.0703125
"3868",0,0.08984375
